text;class;keyword_label;valder_label;textbloc_polarity_label;textbloc_subjectivity_label;happy_transformer_label;bert_label;suicidal_bert_label;polarity_modele;Naif;modele_groupement_score;groupement_all_modele_par_3;groupement_all_modele_par_4;groupement_all_modele_par_5;groupement_all_modele_par_4_subjectivity50;groupement_all_modele_par_4_subjectivity75;groupement_all_modele_par_5_subjectivity50;groupement_all_modele_par_5_subjectivity75;groupement_best_modele_par_2;groupement_best_modele_par_3;groupement_best_modele_par_2_subjectivity50;groupement_best_modele_par_2_subjectivity75;groupement_best_modele_par_3_subjectivity50;groupement_best_modele_par_4_subjectivity75
I don t want them to come for my account  Literally the only thing keeping me through the miserable existence that  https   t co XJF6MP8fJ7;1;1;1;-0.5;1.0;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
Why is it that I can absolutely nail my job that I despise with all my heart but manage to royally fuck up every si  https   t co sUX9u3Bo3q;1;0;1;-0.1;0.75;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
sis  don t  my life isnt how you  think it is  my life is a miserable;1;1;1;-1.0;1.0;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
My life is way too good for me to feel so angry and miserable all the time;1;1;1;-0.2666666666666666;0.8666666666666667;0;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
A lot of my tweets are about being lost  amp  miserable but it s not always all it s cracked out to be lol my life is a  https   t co hWxcSJOZDy;1;1;0;-0.0999999999999999;0.85;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
I work with a lot of Russians in the SoCal office and they look completely miserable  Whenever I see them   https   t co f3hfTkoc4E;1;1;1;-1.0;1.0;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I know I can t get all the things i want in life  but when does it get to feel like at least fixing my mouth to say  https   t co teGorYjZWQ;1;0;0;-0.3;0.4;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
My life is miserable;1;1;1;-1.0;1.0;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
i am so miserable i ve never been this miserable in my life he is simply baby https   t co 6pHayB9OhA;1;1;1;-0.6666666666666666;0.7857142857142857;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I am a thousand percent done with  protocols  and everything else  I am tired of explaining and giving further back  https   t co 4I6B8qUF8f;1;0;1;-0.1333333333333333;0.3999999999999999;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Extremely tired of everything  I just want to die;1;0;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
I feel an infinite sadness in my soul and I feel so lonely  so empty  so disappointed  so desperate  so distressed   https   t co SwTFkygc5k;1;1;1;-0.3874999999999999;0.7375;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
It already is  At least in France one doesn t die loss everything when get sick  amp  have at least 1  https   t co QYN3ku1Q8T;1;1;1;-0.4380952380952381;0.5523809523809523;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
I am so sick and tired of being blamed for everything that I am actually waiting for the day I die;1;0;1;-0.3714285714285714;0.5523809523809523;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
We were tired from the concert so we ate noodles instead  After we d eaten Emily saw photos that the restaurant has  https   t co uqI5KXdJD6;1;1;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Why did I even come back I want to fucking die I m tired of everything;1;1;1;-0.3333333333333333;0.5;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
To no one  I m not fucking okay  stop asking me if I am  Stop asking me what s wrong  If I knew then I d fucking sa  https   t co iIXwUtp35x;1;1;1;-0.45;0.7333333333333334;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
i m tired of everything  pls so i want to die;1;1;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Im gonna fucking die  im tired of investing everything into a person and then have them throw it out  I am not made  https   t co 5hb6Kz74qb;1;1;1;-0.5;0.75;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I m so fucking tired of depression  I woke up feeling productive today now I don t want to do anything I feel shit  https   t co hdyYYzOq6X;1;0;1;-0.3;0.75;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I am so tired of everything  Please just let me die;1;0;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
I hope God takes me soon  I legit am tired of living and really just wanna die  I feel like crying for everything l  https   t co hmnfAKgolY;1;0;1;-0.1333333333333333;0.5;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
also again i hate making a comeback to rp bcs i caused many bad things that shudnt have happened     bub  https   t co eqirspU9fo;1;1;1;-0.3333333333333333;0.6888888888888888;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Im tired and sick of everything I wanna die     https   t co w04RQCbvNV;1;1;1;-0.5571428571428572;0.7785714285714285;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I m getting tired of people going through everything  like literally everytime I die its cuz someone goes my stuff;1;0;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
I hate my life lmao I hope I die soon or sumn I m too tired of everything;1;1;1;-0.2;0.8666666666666666;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
Wala akong specific problem actually  I m just so drained and tired of everything i just wanna die hahahaha;1;0;1;-0.05;0.3562499999999999;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
i m fucking tired of people s tweet today omg stop treating romance like it revolves around everything  you won t d  https   t co nNvLE2ehr5;1;0;0;-0.4;0.7;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
GOD  CAN U HERME IM TIRED PLEASE KILL ME I WANT DIE;1;0;1;-0.4;0.7;1;0;1;1;1;2;1;0;0;0;0;0;0;1;0;1;0;0;0
There was a young man who got tired of staying in this world  They called this the living world but he does not fee  https   t co oGrCQipO0Z;1;1;1;-0.15;0.55;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Became as hot as the persistent days resting heavily on tired flowers;1;1;1;-0.075;0.775;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
RT  i wanna die  i don t deserve a piece of anything  i don t belong anywhere  i m sick and tired of everything  the same peop;1;0;1;-0.3714285714285714;0.5607142857142856;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
i wanna die  i don t deserve a piece of anything  i don t belong anywhere  i m sick and tired of everything  the sa  https   t co 8hbfNffXii;1;0;1;-0.5571428571428572;0.7785714285714285;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
RT  Im tired of everything that is going on in my  life;1;0;1;-0.4;0.7;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
Became as hot as the persistent days resting heavily on tired flowers;1;1;1;-0.075;0.775;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
i wanna die pls i m tired of everything;1;1;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
i don t wanna fucking be here anymore;1;0;0;-0.6;0.8;1;1;0;0;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
i m leaving forever  if you ll miss me whatever;1;1;1;0.0;0.0;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
i m tired of you  https   t co cAp1T1SFF1;1;1;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
IM SO TIRED OF EVERYTHING CAN I DIE;1;1;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
In tired of everything  Cant wait to die;1;1;0;-0.4;0.7;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
He I knew that even if I reached my dream  it could not be everything  I love you  I was sick that we could get tir  https   t co Vg9o3u1JZh;1;1;0;-0.1071428571428571;0.7285714285714285;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
guess who will die today  that s me   I m too tired of everything rn and I m too hurt;1;1;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
honestly i m so tired of everything and myself can i just die already;1;0;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
I agree with everything except Benny  I m tired of him  His character is boring and needs to die  IJS;1;0;1;-0.7;0.85;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
RT  I m at the point of the semester where I m so tired of everything  I just want to roll over and die;1;0;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
I m at the point of the semester where I m so tired of everything  I just want to roll over and die;1;0;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
tired of waking up  tired of wanting to die  tired of everything;1;0;1;-0.4000000000000001;0.6999999999999998;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Im exhausted to the point where I NEED my peace  Ive gone as far as deciding I would die for it  cut ties for it  I  https   t co Nh4RvwANDg;1;0;1;-0.15;0.85;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
I am just tired of everything  i wanna die;1;0;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
i just rlly cant wait for all old white ppl to fuckijg die out      im so tired of gen x  amp  y and baby boomers liter  https   t co ucZdBw2WHv;1;0;1;-0.1;0.3;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
Really tired of everything  It s all just so lame and gay  Nothing serious us ever going to happen an  https   t co swSugXE6ua;1;0;1;-0.2041666666666666;0.6749999999999999;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
RT   Can this please be over with  I m tired of everything from  to my coffee maker have a popup tel;1;0;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Can this please be over with  I m tired of everything from  to my coffee maker have a popup  https   t co mlXvJZIeLj;1;0;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
I am so TIRED of EVERYTHING I just want to DIE;1;0;1;-0.4;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
and I m so sick of love songs  so tired of tears  I m so done with wishing  you were still here;1;0;1;-0.2047619047619047;0.719047619047619;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
daycare is so damn expensive  and the only reason why im getting a discount is because the owner knows my aunt  but  https   t co 6Ml25B4CYE;1;0;1;-0.25;0.85;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I Hope I Fucken Change Cause Damn Do I Hate Myself;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
Wait I take this back  I fucking hate living in Markham and I want to actually kill myself damn;1;1;1;-0.2666666666666666;0.3333333333333333;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
RT  patient  i hate myself and i want to die;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
Damn really hate myself rn;1;0;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
sigh i hate this i hardly get time to myself and have fun anymore with me have to go to sleep early and waking up  https   t co uSJJTGfjeR;1;0;1;-0.1729166666666667;0.4854166666666666;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
i hate when i want to be self pitying but my mind refuses to let me like damn I just wanna feel sorry for myself fo  https   t co ekUgU72yA5;1;1;1;-0.65;0.95;0;1;0;0;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
patient  i hate myself and i want to die;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
me as a future therapist  damn    it be like that sometimes;1;0;1;0.0;0.125;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Update on my phone real quick  it was in my car the whole god damn time  I really fucking hate myself  https   t co msTC1tVqOA;1;0;1;-0.0333333333333333;0.6833333333333332;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Who the fuck looses their damn keys  I hate myself;1;1;1;-0.6000000000000001;0.75;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I thought I ve hated myself before but now i really truly hate myself so god damn much;1;0;1;-0.325;0.4999999999999999;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Damn    I hate when I type so fast and the autocorrect changes go unnoticed   smh at myself;1;1;1;-0.2666666666666666;0.7000000000000001;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
So I blew hella money at Joann s   damn it  I hate that I do this to myself but I love to make shit;1;0;1;-0.1666666666666666;0.7666666666666666;0;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
That guy is the total  complete product of PROGRESSIVE RE EDUCATION  In other words  he   https   t co moXnGTexzJ;1;1;0;-0.0083333333333333;0.5083333333333333;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Damn I hate myself;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
bruh i HATE myself a hot guy that i ll NEVER SEE AGAIN says ONE THING to me and i m like damn that would be cute to  https   t co GbaysqYRwU;1;1;1;-0.0166666666666666;0.9166666666666666;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I hate when I m talking to myself and someone s like  huh    Can t a girl have a conversation with herself in peace around here  god damn;1;1;0;-0.8;0.9;1;1;0;0;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
RT  I deadass hate my damn PSN name  I wish I named myself Powerpuff234    There is at least one person in every 2 3 games th;1;0;1;-0.55;0.65;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
I deadass hate my damn PSN name  I wish I named myself Powerpuff234    There is at least one person in every 2 3 ga  https   t co hKPPloS2WZ;1;0;1;-0.55;0.65;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Like all I want to do is shove a knife into my fucking stomach I hate myself so god damn much;1;1;1;-0.3999999999999999;0.6333333333333334;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
RT  Hate the fact that I m damn near forced to figure everything out by myself but it must be done;1;0;1;-0.3333333333333333;0.5;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
RT  Damn this is hardcore  I hate myself for preheating so many ovens against clear AP style  https   t co uWN48qF0nT;1;0;1;-0.0666666666666666;0.5944444444444444;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Damn this is hardcore  I hate myself for preheating so many ovens against clear AP style  https   t co uWN48qF0nT;1;0;1;-0.0666666666666666;0.5944444444444444;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
These boys might find it shocking that some internet stranger like myself would say  fuck these guys   https   t co VNWeNO1cmv;1;0;1;-0.7;0.8;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
Hate the fact that I m damn near forced to figure everything out by myself but it must be done;1;0;1;-0.3333333333333333;0.5;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
I love everyone else while I hate myself;1;0;0;-0.15;0.75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I don t hate the player I hate the game  Jess Glynne is probably an awesome person but I will kill myself or someon  https   t co kIkyGgqYus;1;0;1;-0.25;0.8;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
i cant wait to get this damn nose job so i can take new selfies  cause i hate every single picture of myself includ  https   t co 86DCY27jXT;1;0;1;-0.245021645021645;0.5229437229437229;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Dang man I m so god damn insecure     sigh I hate myself;1;1;1;-0.65;0.8875;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I really hate myself this much to wait in this long ass line damn;1;0;1;-0.2166666666666667;0.5;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
damn right   kinda hate myself for not having the system to lay it on    being poor sucks;1;1;1;-0.3035714285714286;0.5839285714285714;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
damn i really only have 4 hours to start and finish this paper for tomorrow i hate myself;1;0;1;-0.4;0.95;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
EVERY DAMN DAY  I HATE MYSELF  https   t co efhJYXcdU2;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I stay up all night tryna make myself feel alright I m too uncomfortable to fall asleep ugh fuck this bitch of a ro  https   t co gkzZR3jNfW;1;1;1;-0.45;0.8;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
RT   You or the picture   Cus damn both be looking so good;1;0;0;0.7;0.6000000000000001;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I hate myself;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
becaus honestly  you did nothing wrong  i dont know what the fuck is wrong with me sia  i feel worthless  you gave  https   t co 1RIuadu9mP;1;1;1;-0.32;0.8400000000000001;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
Damn I fucking HATE myself;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
IM REALLY ABOUT TO KMS CAUSE THIS DAMN TEST OMG I HATE MYSELF FOR NOT REMEMBERING ITS TODAY;1;1;1;-0.3;0.55;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Omg the cringe I cant;1;1;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
It makes me hate myself and i didn t do a damn thing;1;0;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I literally hate myself for reading this damn book;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I hate being by myself  Bc everything a damn music video;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
RT  Me knowing damn well that I will hate myself for taking a 7 30 but doing it anyways https   t co FRhjVbgkUw;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I only have like few of thesis chapter to go and like its oso like already filled in but my lazy ass being extra da  https   t co 6Y6UzBwbsR;1;0;1;-0.0099999999999999;0.62;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
Its fucking cold   i hate working at 4 Am tf did i sign up for  why did i do this to myself damn it;1;1;1;-0.7;0.95;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I hate myself so much;1;1;1;-0.3;0.55;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
RT  I hate when I have to rate my group members because I ll ALWAYS rate them higher than I d rate myself knowing damn well;1;1;1;-0.275;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
ba t ko kinakaawaan sarili ko at iniisip na yung iba naiisip din ako  damn  hate myself  It s just me;1;0;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I hate when I have to rate my group members because I ll ALWAYS rate them higher than I d rate myself knowing damn  https   t co bFUvC55DTT;1;1;1;-0.275;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Damn  i hate myself;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
Comme je le dis si bien  let me hate myself god fucking damn it;1;1;1;-0.7;0.8500000000000001;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
Let me hate myself god fucking damn it;1;1;1;-0.7;0.8500000000000001;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I just wanna goto that concert so damn bad but would hate myself if I spent  300 on that ticket right now;1;1;1;-0.3285714285714286;0.5505952380952381;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
I hate myself  and my damn autocorrect;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
Damn I fucken hate shopping bc then I feel sooooo broke  Like I can t even enjoy myself anymore;1;0;1;-0.2;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
I streamed two episodes of Riverdale and I hate myself so damn much because now I have no data;1;1;1;-0.3;0.55;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
namjoon  damn i hate myself;1;1;1;-0.8;0.9;1;1;1;0;1;3;1;1;0;1;1;0;0;1;1;1;1;1;1
You think I like the feeling of walking past a homeless person knowing I m gonna give them money I wish  https   t co 9ybTrA6RRK;1;0;0;-0.25;0.25;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
The one damn time I don t watch RAW  Becky and the Smackdown women s division attack the RAW women s division and B  https   t co YSb2Eq2QAb;1;1;1;-0.2307692307692307;0.4615384615384615;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
RT  LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIK;1;1;0;-0.0499999999999999;0.7749999999999999;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
damn I hate myself;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
You or the picture   Cus damn both be looking so good;1;0;0;0.7;0.6000000000000001;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I hate myself;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
yo i seriously need to stop being so damn clingy to people  like i m so bloody annoying i hate myself;1;1;1;-0.6833333333333333;0.8416666666666667;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I couldn t hit you up  I hate it when this happens  I hate myself when i do it  Yet i do it constantly   https   t co WZwSi1OKCm;1;1;1;-0.5333333333333333;0.7111111111111111;1;0;0;0;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
I damn near hate smoking by myself but sometimes I like it cause I can t finish blunts and I be having some for later;1;1;0;-0.2333333333333333;0.4333333333333333;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Can t believe I lost my damn car keys smh mind you the damn house key is on there   this is the 2nd time my drunk a  https   t co EaZ8urlp7o;1;0;1;-0.1666666666666666;0.6666666666666666;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Damn I forgot that Spyro has a midnight release and I literally drove past GameStop I hate myself;1;0;1;-0.525;0.575;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
i have such a nasty habit of comparing myself to other girls  damn  i hate myself;1;1;1;-0.48125;0.69375;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
i think it was my lack of saying anything at all that was pretty stupid when i met harry  i was acting all cool and  https   t co lpdqwGeI8J;1;0;1;-0.0499999999999999;0.6625;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
maybe i hate myself;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
maybe i think i deserve to die;1;0;1;0.0;0.0;1;1;1;1;1;3;1;1;0;0;0;0;0;1;1;0;0;0;0
damn  what is this crazy life of mine;1;1;1;-0.6;0.9;1;0;0;0;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
Damn my FBI agent must hate me  I saw this as soon as i asked myself  why are you always tired     https   t co vTORJSqCx3;1;0;1;-0.6000000000000001;0.8;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I hate going into my rap zone cause then I think to myself damn people should really hear this but then I go oh wel  https   t co qU72v284yt;1;1;1;-0.3;0.55;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
I keep fucking up what matters the most to me and I fucking hate myself so god damn much for being like that;1;1;1;-0.175;0.6000000000000001;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
Me knowing damn well that I will hate myself for taking a 7 30 but doing it anyways https   t co FRhjVbgkUw;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I hate myself more than anything in the world;1;1;1;-0.15;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIKE THAT SOMETIMES;1;1;0;-0.0499999999999999;0.7749999999999999;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
why do i get attached so easily this is the one thing i hate about myself the most i end up being my own worst enemy all the damn time;1;1;1;-0.0533333333333333;0.8466666666666667;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
the damn 3D movie glasses    I hate myself;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
My whole family is so damn beautiful and I m the start of the ugly generation of it and I just hate myself so much I can t even express it;1;0;1;-0.0499999999999999;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
HOW DID I JUST GIVE UP ON SLEEPING IM NOT EVEN TRYING ANYMORE I HATE MYSELF DAMN;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I hate repeating myself dawg  like damn;1;1;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
damn i really do hate myself;1;0;1;-0.8;0.9;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
AFTER EFFECTS HAS FROZEN AND I DID NOT I REPEAT I DID NOT SAVE MY EDIT I WANT TO ACTUALLY FUCKING DIE      IT TOOK  https   t co yif8DABTQm;1;1;1;-0.6;0.8;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
RT  i fucking BEG YOU just leave me here to die I DESERVE IT https   t co kFBttqboUe;1;0;1;-0.6;0.8;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
So sad that I can t protect these cats and I don t know whats ever bothering them  I don t know why this stuff has  https   t co SDrCTy43V3;1;1;1;-0.5;1.0;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
RT  i swear some you motherfuckers WANT people to be horrible racist rapist homophobic pedophiles after they die and you gi;1;1;1;-1.0;1.0;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
I will post this every single time it comes across and I will share how angry  how upset  how emotional I still am  https   t co mQLqvVplVb;1;1;1;-0.1904761904761904;0.6214285714285714;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
I accepted benefits from a hostile foreign government and conspired with Michael Cohen to violate  https   t co fxJEjOi74P;1;1;1;-0.125;0.125;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
